"","AirPtCd","lag","mxT_mean","mxT_sd","mnT_mean","mnT_sd","mxT_mean_abs","mxT_sd_abs","mnT_mean_abs","mnT_sd_abs","Precip_Acc","city","state","longitude","latitude","elevation","name.arpt","state.arpt","lon.arpt","lat.arpt","elev.arpt","WMO","census2010","est2010","est2016","dist2Coast","coastRegion","coast.arpt","coastRegion.arpt"
"166","KBUF",4,-1.4,4.94077656655922,1.41456310679612,5.45571281200477,3.80582524271845,3.44598258346483,4.17572815533981,3.78339592776681,0.747572815533981,"Buffalo","New York",-78.8333,42.9167,198,"Buffalo","NY",-78.73,42.93,215,72528,261310,261433,256902,2.96645569384218,"L",7.01564810298536,"L"
"167","KBUF",5,-1.44314868804665,5.62061971241658,1.444120505345,5.67796931429736,4.33916423712342,3.85089707084431,4.41205053449951,3.85249559995055,0.712342079689018,"Buffalo","New York",-78.8333,42.9167,198,"Buffalo","NY",-78.73,42.93,215,72528,261310,261433,256902,2.96645569384218,"L",7.01564810298536,"L"
"168","KBUF",6,-1.29766536964981,6.4500865687817,2.08108108108108,3.89713839729714,4.92996108949416,4.35442417896153,3.59459459459459,2.52167778648638,0.657587548638132,"Buffalo","New York",-78.8333,42.9167,198,"Buffalo","NY",-78.73,42.93,215,72528,261310,261433,256902,2.96645569384218,"L",7.01564810298536,"L"
"169","KBUF",7,-2,NA,NA,NA,2,NA,NA,NA,0,"Buffalo","New York",-78.8333,42.9167,198,"Buffalo","NY",-78.73,42.93,215,72528,261310,261433,256902,2.96645569384218,"L",7.01564810298536,"L"
"170","KCEF",0,0.483558994197292,3.06247002520469,3.93423597678917,7.52225018640145,2.21856866537718,2.16470935331778,6.34816247582205,5.6337612426608,0.847195357833656,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"171","KCEF",1,0.194578896418199,3.41109249046514,3.58276863504356,7.54592998784748,2.47337850919652,2.35582691521686,6.25653436592449,5.53241140572882,0.835430784123911,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"172","KCEF",2,-0.155038759689922,3.96140372773739,4.07073643410853,7.2540056321498,2.93992248062015,2.65805424517984,6.26453488372093,5.47038424246219,0.835271317829457,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"173","KCEF",3,-0.2909796314258,4.48023773972309,3.91852570320078,7.18231080530148,3.35208535402522,2.98494491281053,6.23278370514064,5.29811579538674,0.806983511154219,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"174","KCEF",4,-0.194174757281553,4.92323629690116,4.00097087378641,7.12685275241755,3.69902912621359,3.25267312197403,6.30582524271845,5.1974301275301,0.768932038834951,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"175","KCEF",5,-0.280855199222546,5.6702370649719,4.14480077745384,7.18660561575627,4.25170068027211,3.75978742514853,6.4421768707483,5.22507139971412,0.733722060252673,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"176","KCEF",6,-0.132295719844358,6.30914143212962,7.92592592592593,6.37860562243894,4.78015564202335,4.11711642870758,8.37037037037037,5.75892717137855,0.711089494163424,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"177","KCEF",7,4,NA,NA,NA,4,NA,NA,NA,0,"Springfield","Massachusetts",-72.5667,42.1,59,"Chicopee","MA",-72.53,42.2,75,74491,153060,153195,154074,75.6117322687279,"M",83.8009971297695,"M"
"178","KCHS",0,-3.09680542110358,2.99326107745383,3.55996131528046,5.17915084579482,3.60987415295257,2.34846545717135,4.74758220502901,4.11677546484976,0.809477756286267,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"179","KCHS",1,-2.90609874152953,3.24453798294901,2.9757986447241,5.33112796270786,3.59341723136496,2.4607845296037,4.5053242981607,4.11913439159344,0.809293320425944,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"180","KCHS",2,-3.08042635658915,3.58657976702335,3.20542635658915,5.41098942963009,3.89631782945736,2.67689507149864,4.67635658914729,4.20404672037955,0.793604651162791,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"181","KCHS",3,-3.39088263821532,3.90561884220437,3.10475266731329,5.317555346769,4.30455868089234,2.86633770159963,4.61978661493695,4.06965521225762,0.76721629485936,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"182","KCHS",4,-3.38155339805825,4.30054684010859,3.12718446601942,5.26908017256051,4.48834951456311,3.12663721064843,4.64563106796117,3.99363625706538,0.755339805825243,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"183","KCHS",5,-3.48396501457726,4.79309098894929,3.1147859922179,5.32291762547874,4.83479105928085,3.42426601526025,4.77237354085603,3.90474898843297,0.720116618075802,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"184","KCHS",6,-3.44888023369036,5.22477847840558,3.27272727272727,4.18393181257321,5.05939629990263,3.68540888118886,4.36363636363636,2.99682707473358,0.68062317429406,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"185","KCHS",7,-4,NA,NA,NA,4,NA,NA,NA,1,"Charleston","South Carolina",-79.9333,32.7833,7,"Charleston","SC",-80.03,32.9,15,72208,120083,120150,134385,0.804001229004098,"S",4.41574040951305,"S"
"186","KCLT",0,-1.58760890609874,2.83874108773175,2.32882011605416,5.35444565275867,2.45692158760891,2.13051223292885,4.37137330754352,3.86928139065399,0.810444874274661,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"187","KCLT",1,-1.76282671829622,3.32521674790166,2.29428848015489,5.71704715737454,2.8838334946757,2.41724665975766,4.65634075508228,4.03124917739962,0.81703775411423,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"188","KCLT",2,-1.84883720930233,3.63307612080516,2.13081395348837,5.70817475947039,3.16472868217054,2.5681772822162,4.55910852713178,4.04009900626841,0.794573643410853,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"189","KCLT",3,-1.94180407371484,4.11043052152146,1.9282250242483,5.62248335519208,3.48205625606208,2.92120104983057,4.48496605237633,3.8986575949339,0.777885548011639,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"190","KCLT",4,-1.8631067961165,4.48338884849561,1.99514563106796,5.70313331166366,3.68834951456311,3.15565732806677,4.53300970873786,3.99275067944942,0.745631067961165,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"191","KCLT",5,-1.80952380952381,5.0066751810311,1.99221789883268,5.79325210520148,4.07580174927114,3.42286990530958,4.61284046692607,4.02933625285785,0.698736637512148,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"192","KCLT",6,-1.73222979552093,5.65438669378166,1.61904761904762,4.6167900418321,4.49756572541383,3.83768427300279,3.85714285714286,2.9596590819777,0.673807205452775,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"193","KCLT",7,-8,NA,NA,NA,8,NA,NA,NA,1,"Charlotte","North Carolina",-80.8333,35.2333,227,"Charlotte","NC",-80.93,35.22,234,72314,731424,735612,842051,216.460172483272,"S",210.765144040138,"S"
"194","KCNM",0,0.104752667313288,3.86830369887479,0.830097087378641,4.05061117780901,2.7643064985451,2.70664885753699,3.01067961165049,2.83269858395028,0.836240310077519,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"195","KCNM",1,0.398058252427184,4.28671146182631,1.07774538386783,4.96111144990476,3.07378640776699,3.01283168222078,3.78134110787172,3.38568193552668,0.840931134820563,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"196","KCNM",2,0.06511175898931,4.84573677525774,1.46303501945525,5.02395385116892,3.49173955296404,3.35876514421135,3.94747081712062,3.43292430068877,0.831067961165049,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"197","KCNM",3,-0.0350194552529183,5.49309022443989,1.74488802336904,4.96804218384571,4.00389105058366,3.75879163337542,4.00584225900682,3.41564525403463,0.847424684159378,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"198","KCNM",4,-0.110029211295034,6.15163861109257,1.63157894736842,5.09851598132338,4.59493670886076,4.08910186534783,4.08382066276803,3.45914009094491,0.853112840466926,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"199","KCNM",5,0.0565302144249513,6.87169672288302,1.65170731707317,5.24764265455242,5.15204678362573,4.54465976635826,4.16878048780488,3.58787576641721,0.851022395326193,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"200","KCNM",6,-0.00979431929480901,7.6448048524579,1.33551198257081,4.88208809635109,5.78256611165524,4.9972276310821,3.79738562091503,3.34225196116818,0.853372434017595,"Carlsbad","New Mexico",-104.25,32.4333,961,"Carlsbad","NM",-104.27,32.33,1004,99999,26138,26159,28914,806.356119642403,"G",802.556784537297,"G"
"201","KCPS",0,-0.552758954501452,3.26054856946151,1.81994191674734,4.2799909888737,2.38625363020329,2.28851293952407,3.17521781219748,3.39734357809,0.826718296224589,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"202","KCPS",1,-0.608527131782946,3.84796480416386,1.70833333333333,5.58743292799676,2.88178294573643,2.62007054483696,4.40794573643411,3.83298953468416,0.825581395348837,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"203","KCPS",2,-0.829291949563531,4.21554628358551,1.58389912706111,5.53422648979064,3.24830261881668,2.81025074540018,4.41222114451988,3.69489361797265,0.821532492725509,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"204","KCPS",3,-1.20097087378641,4.63218543601516,1.41359223300971,5.40756854593152,3.69805825242718,3.03511936811749,4.31650485436893,3.54847308591639,0.804854368932039,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"205","KCPS",4,-1.22448979591837,5.34337864897535,1.36637512147716,5.28532920862859,4.16132167152575,3.56638278781573,4.21768707482993,3.4637138048944,0.768707482993197,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"206","KCPS",5,-1.10311284046693,6.26586166725805,1.44455252918288,5.67951609824185,4.83073929961089,4.1376684888938,4.56517509727626,3.67213158907473,0.754863813229572,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"207","KCPS",6,-1.20447906523856,7.30530658390821,2.06034482758621,5.99717542312905,5.62317429406037,4.81339590803081,5.05603448275862,3.82120464972112,0.704965920155794,"St Louis","Missouri",-90.2,38.5833,127,"Cahokia","IL",-90.15,38.57,126,99999,319294,319381,311404,370.829401029776,"L",370.095682149096,"L"
"208","KCQT",0,-0.607350096711799,2.83707035320364,0.368471953578337,2.22295778683688,2.26112185686654,1.8167493013233,1.7147001934236,1.46095903902458,0.925531914893617,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"209","KCQT",1,-0.671829622458858,3.1084640393805,0.346563407550823,2.71586108878606,2.45498547918683,2.02028396787072,2.09293320425944,1.76394730350038,0.921587608906099,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"210","KCQT",2,-0.529069767441861,3.41547910035231,0.352713178294574,2.76909863990041,2.64341085271318,2.22514838786319,2.13565891472868,1.79637736329694,0.912790697674419,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"211","KCQT",3,-0.550921435499515,3.66233474058203,0.313288069835112,2.84686984527996,2.89815712900097,2.30413442218128,2.19689621726479,1.83626628034321,0.876818622696411,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"212","KCQT",4,-0.611650485436893,4.01245148912118,0.31747572815534,2.96090257509042,3.21553398058252,2.47478075838067,2.2747572815534,1.92049042401343,0.874757281553398,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"213","KCQT",5,-0.690962099125364,4.44658373955133,0.264334305150632,3.14749314568581,3.43537414965986,2.90460394993617,2.40233236151603,2.04935085155633,0.871720116618076,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"214","KCQT",6,-0.712195121951219,5.06829313224781,0.317391304347826,3.19437852829925,3.96487804878049,3.2341463702038,2.46086956521739,2.05813950937013,0.874146341463415,"Los Angeles","California",-118.25,34.05,85,"Los Angeles Downtown","CA",-118.24,34.05,78,99999,3792621,3792584,3976322,14.4138973406454,"P",15.2871368657954,"P"
"215","KCRW",0,-0.458333333333333,3.48423195156018,2.67441860465116,6.56095825924067,2.49903100775194,2.46960161459861,5.12209302325581,4.89329558546994,0.757751937984496,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"216","KCRW",1,-0.619786614936954,3.95814955700105,1.64112512124151,6.53231075358612,2.94180407371484,2.71824262267929,5.02424830261882,4.4832367156961,0.803103782735209,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"217","KCRW",2,-0.825242718446602,4.54483588546089,1.5378640776699,6.49347607872746,3.44466019417476,3.07571218945617,4.95922330097087,4.46259558522612,0.779611650485437,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"218","KCRW",3,-0.885325558794947,5.08263125579948,1.45578231292517,6.20947860985628,3.84936831875607,3.43302399983892,4.72108843537415,4.28586405766338,0.747327502429543,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"219","KCRW",4,-0.781128404669261,5.74699903832383,1.61673151750973,6.03825779295614,4.27140077821012,3.9212400894641,4.67898832684825,4.14278577181805,0.713035019455253,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"220","KCRW",5,-0.732229795520935,6.55307936139439,1.6095423563778,6.06080515666716,4.9269717624148,4.37959147896167,4.75073028237585,4.09085260089266,0.691333982473223,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"221","KCRW",6,-1.03703703703704,7.35766350721859,1.72727272727273,4.31527107862642,5.58869395711501,4.89364235139017,3.77272727272727,2.66644643206138,0.641325536062378,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"222","KCRW",7,-6,NA,NA,NA,6,NA,NA,NA,0,"Charleston","West Virginia",-81.6333,38.35,182,"Charleston","WV",-81.6,38.37,299,72414,51400,51340,49138,343.688190505856,"L",341.828404679488,"L"
"223","KCUB",0,-0.693126815101646,2.75408808195488,0.283639883833495,4.98640530855628,2.00580832526621,2.0096581601331,3.59051306873185,3.46994110991424,0.825750242013553,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"224","KCUB",1,-0.927325581395349,3.29528797094421,-0.118217054263566,5.28742973569141,2.4718992248062,2.36716650909565,3.8953488372093,3.57525411310132,0.816860465116279,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"225","KCUB",2,-1.27158098933075,3.6669552094012,-0.331716779825412,5.26893744573676,2.83123181377304,2.65356223948706,3.92240543161979,3.53152136342398,0.793404461687682,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"226","KCUB",3,-1.52621359223301,4.22919560490389,-0.430097087378641,5.18599322634762,3.32233009708738,3.02804937224368,3.89805825242718,3.44529596016991,0.762135922330097,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"227","KCUB",4,-1.53449951409135,4.65523692251188,-0.389698736637512,5.11889104511126,3.64723032069971,3.27306906964151,3.84742468415938,3.39676054124018,0.732750242954325,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"228","KCUB",5,-1.56809338521401,5.05974369836266,-0.355058365758755,5.12733701877375,4.00583657587549,3.46409669339815,3.82976653696498,3.42554825695525,0.699416342412451,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"229","KCUB",6,-1.62317429406037,5.56453967591881,-0.478260869565217,3.3779621104038,4.40993184031159,3.7596424044043,2.56521739130435,2.21762810140367,0.672833495618306,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"230","KCUB",7,-5,NA,NA,NA,5,NA,NA,NA,0,"Columbia","South Carolina",-81.0333,34,98,"Columbia Owens","SC",-80.99,33.97,56,99999,129272,130192,134309,101.518472095842,"S",102.946543289105,"S"
"231","KCYS",0,-1.53592233009709,3.33141405490741,0.927395934172314,4.6430278954419,2.76504854368932,2.40971909366466,3.19845111326234,3.48978541600884,0.682478218780252,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"232","KCYS",1,-1.63070942662779,3.73536959012405,0.604651162790698,4.84909999693052,3.13896987366375,2.5984744304732,3.53488372093023,3.3722701264962,0.727713178294574,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"233","KCYS",2,-1.82684824902724,4.2718228299502,0.662463627546072,4.98760963257719,3.61284046692607,2.91954940865837,3.60135790494665,3.51186036209409,0.7090203685742,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"234","KCYS",3,-2.00194741966894,4.88922075945232,0.66504854368932,5.14677116248643,4.21032132424537,3.18937236701526,3.67669902912621,3.66069937301745,0.636893203883495,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"235","KCYS",4,-1.95614035087719,5.85258136216578,0.642371234207969,5.29392800755835,4.93469785575049,3.70242171984049,3.82410106899903,3.71493492952853,0.571428571428571,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"236","KCYS",5,-1.85560975609756,6.92810669285344,0.641050583657588,5.69139390840355,5.62146341463415,4.45124717039519,4.10603112840467,3.99091502455355,0.57295719844358,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"237","KCYS",6,-1.95592556317336,7.99344195969928,1.12826086956522,6.3358152358667,6.47894221351616,5.07017395934597,4.37173913043478,4.71853357096663,0.576171875,"Cheyenne","Wyoming",-104.867,41.15,1866,"Cheyenne","WY",-104.82,41.15,1872,72564,59466,59657,64019,1192.79540926089,"L",1189.58732327209,"L"
"238","KDAL",0,-0.237911025145068,3.12803175495922,-0.00290135396518375,3.88496136123076,2.20696324951644,2.22841585791822,2.72437137330754,2.76831153109565,0.868471953578337,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"239","KDAL",1,-0.226524685382381,3.57301921376836,-0.454985479186834,4.55693491702123,2.5595353339787,2.50205120830741,3.44820909970958,3.01184341598903,0.858664085188771,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"240","KDAL",2,-0.39922480620155,3.97293454562573,-0.435077519379845,4.48941531254296,2.88178294573643,2.76242936971733,3.45058139534884,2.90280302863427,0.831395348837209,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"241","KDAL",3,-0.735208535402522,4.27304851616728,-0.506304558680892,4.62514329564092,3.25315227934045,2.86473829352364,3.53637245392822,3.0216670691321,0.833171677982541,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"242","KDAL",4,-0.719417475728155,4.79470793168172,-0.546601941747573,4.73570306139547,3.6126213592233,3.2316516404012,3.62621359223301,3.09253030165851,0.825242718446602,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"243","KDAL",5,-0.747327502429543,5.4776078619886,-0.58852140077821,4.94142363385693,4.12342079689018,3.68022974968967,3.81614785992218,3.19173896333235,0.812439261418853,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"244","KDAL",6,-0.802144249512671,6.12351208668337,-0.201298701298701,5.37211390927118,4.60136452241715,4.11682545109683,4.13636363636364,3.42835221289781,0.795321637426901,"Dallas","Texas",-96.7667,32.7667,132,"Dallas Love","TX",-96.85,32.85,148,99999,1197816,1197824,1317929,358.630563286304,"G",370.160081885658,"G"
"245","KDBQ",0,0.856866537717602,3.21492409380497,2.86557059961315,4.26951578825548,2.49516441005803,2.19972624849014,3.58123791102514,3.6892449867932,0.747582205029014,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"246","KDBQ",1,0.894482090997096,3.75245378994301,2.38818973862536,5.17609816034384,2.87318489835431,2.57266248642803,4.20038722168441,3.85235252864439,0.764762826718296,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"247","KDBQ",2,0.692829457364341,4.17763048247372,2.5203488372093,5.10886077928276,3.18507751937985,2.78899913801548,4.24321705426357,3.79952936482413,0.765503875968992,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"248","KDBQ",3,0.602327837051406,4.61708040531217,2.52764306498545,5.00300513309692,3.52182347235693,3.04389552591597,4.26770126091174,3.63239395932171,0.741028128031038,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"249","KDBQ",4,0.568932038834951,5.19892021992092,2.47766990291262,5.15295554352964,3.96504854368932,3.40820791516253,4.37669902912621,3.67745221421725,0.700970873786408,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"250","KDBQ",5,0.68579766536965,5.97980312548712,2.53112840466926,5.69596484129526,4.64688715953307,3.82285700434472,4.84630350194552,3.91756784648939,0.676070038910506,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
"251","KDBQ",6,0.598440545808967,6.95634874123146,2.92224622030238,6.3093418101869,5.39376218323587,4.43037410499579,5.54427645788337,4.19049696208057,0.653996101364522,"Dubuque","Iowa",-90.6667,42.5167,191,"Dubuque","IA",-90.7,42.4,329,72547,57637,57603,58531,227.879265264259,"L",233.40431151681,"L"
